StudentID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours
24477,male,group B,high school,standard,none,single,regularly,no,1.0,school_bus,5 - 10
24478,male,group D,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10
24479,female,group D,associate's degree,free/reduced,completed,single,sometimes,yes,1.0,private,< 5
24480,male,group B,some college,standard,none,married,never,yes,1.0,private,< 5
24483,female,group A,high school,standard,completed,divorced,sometimes,no,1.0,school_bus,5 - 10
24484,female,group E,some high school,free/reduced,none,married,never,yes,0.0,private,5 - 10
24485,male,group D,high school,standard,none,married,regularly,yes,3.0,school_bus,< 5
24486,female,group C,master's degree,standard,completed,divorced,regularly,yes,1.0,private,5 - 10
24487,male,group E,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10
24488,male,group B,associate's degree,standard,completed,married,sometimes,yes,6.0,private,< 5
24489,female,group C,some college,standard,completed,married,regularly,yes,3.0,private,< 5
24492,male,group B,high school,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10
24493,male,group D,some college,standard,none,married,regularly,yes,0.0,private,> 10
24495,male,group E,some college,standard,none,single,regularly,yes,2.0,private,< 5
24496,male,group C,associate's degree,free/reduced,none,divorced,regularly,yes,4.0,school_bus,5 - 10
24497,female,group D,high school,standard,completed,divorced,sometimes,yes,2.0,private,< 5
24501,male,group A,bachelor's degree,standard,none,divorced,regularly,yes,3.0,private,5 - 10
24502,female,group C,high school,standard,completed,married,sometimes,no,3.0,school_bus,> 10
24503,male,group C,master's degree,free/reduced,none,married,sometimes,no,1.0,private,< 5
24504,female,group D,associate's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10
24506,female,group E,some high school,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10
24508,male,group B,master's degree,standard,none,single,sometimes,yes,3.0,school_bus,< 5
24509,female,group C,bachelor's degree,standard,completed,married,sometimes,no,5.0,private,< 5
24510,male,group C,some high school,standard,none,married,regularly,yes,2.0,school_bus,5 - 10
24511,male,group D,master's degree,standard,none,single,sometimes,yes,0.0,school_bus,5 - 10
24512,female,group E,some college,standard,none,married,sometimes,yes,1.0,private,< 5
24513,female,group D,master's degree,standard,completed,married,regularly,yes,6.0,private,5 - 10
24514,male,group C,associate's degree,standard,none,married,never,no,2.0,private,5 - 10
24515,male,group C,some high school,standard,none,single,sometimes,yes,1.0,school_bus,< 5
24517,female,group D,some college,standard,completed,single,sometimes,no,3.0,school_bus,5 - 10
24518,female,group E,master's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10
24519,female,group B,high school,standard,none,single,sometimes,no,5.0,private,< 5
24520,male,group D,high school,standard,completed,single,regularly,no,2.0,private,< 5
24521,male,group B,some high school,standard,none,married,regularly,no,4.0,private,5 - 10
24523,male,group B,some college,standard,none,single,sometimes,yes,0.0,school_bus,< 5
24524,female,group C,high school,free/reduced,none,married,regularly,yes,0.0,school_bus,< 5
24529,female,group E,associate's degree,standard,completed,married,regularly,yes,2.0,school_bus,> 10
24530,male,group E,high school,free/reduced,none,married,sometimes,no,1.0,school_bus,< 5
24531,female,group B,some college,standard,none,married,regularly,yes,0.0,private,5 - 10
24532,female,group A,high school,standard,completed,married,regularly,yes,4.0,school_bus,5 - 10
24534,male,group C,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10
24537,female,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10
24538,female,group E,high school,free/reduced,none,married,sometimes,no,4.0,school_bus,5 - 10
24542,female,group E,high school,standard,none,married,sometimes,yes,0.0,private,> 10
24548,female,group C,some high school,free/reduced,none,married,sometimes,yes,3.0,private,> 10
24550,male,group E,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10
24551,female,group B,master's degree,free/reduced,completed,single,sometimes,no,1.0,school_bus,> 10
24553,male,group D,some high school,standard,completed,married,regularly,yes,2.0,private,> 10
24555,female,group E,some college,free/reduced,completed,divorced,regularly,yes,1.0,school_bus,5 - 10
24556,female,group B,high school,free/reduced,none,single,regularly,yes,3.0,private,5 - 10
24558,female,group E,some high school,standard,none,divorced,regularly,no,1.0,private,5 - 10
24561,female,group B,high school,free/reduced,none,divorced,sometimes,no,1.0,private,< 5
24562,female,group B,associate's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5
24564,female,group B,high school,free/reduced,completed,single,sometimes,yes,2.0,private,5 - 10
24566,male,group C,associate's degree,standard,none,married,sometimes,yes,0.0,private,< 5
24567,female,group B,some college,standard,none,single,sometimes,yes,0.0,school_bus,> 10
24568,female,group D,associate's degree,standard,none,divorced,regularly,yes,1.0,school_bus,> 10
24569,male,group D,high school,standard,none,married,sometimes,yes,1.0,school_bus,> 10
24570,male,group A,master's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10
24574,female,group C,some college,standard,completed,married,never,yes,4.0,school_bus,5 - 10
24575,female,group D,bachelor's degree,free/reduced,none,divorced,regularly,no,4.0,school_bus,5 - 10
24576,female,group D,master's degree,free/reduced,completed,married,regularly,yes,5.0,school_bus,5 - 10
24577,female,group D,bachelor's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10
24579,female,group D,associate's degree,free/reduced,none,single,regularly,yes,2.0,school_bus,5 - 10
24580,male,group B,bachelor's degree,standard,completed,single,regularly,yes,3.0,school_bus,< 5
24581,male,group B,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10
24582,male,group D,associate's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10
24583,female,group D,bachelor's degree,free/reduced,completed,widowed,regularly,yes,4.0,school_bus,5 - 10
24585,male,group A,high school,standard,none,single,regularly,yes,3.0,private,5 - 10
24586,male,group D,some high school,standard,completed,divorced,sometimes,yes,3.0,school_bus,5 - 10
24587,female,group B,bachelor's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10
24588,female,group C,master's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10
24590,male,group C,some high school,free/reduced,none,single,regularly,yes,3.0,school_bus,5 - 10
24592,female,group C,associate's degree,free/reduced,none,single,never,yes,4.0,private,5 - 10
24593,male,group C,master's degree,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10
24595,male,group E,some college,free/reduced,none,single,regularly,yes,0.0,school_bus,5 - 10
24596,female,group D,some college,standard,none,divorced,never,yes,3.0,school_bus,< 5
24597,male,group E,some college,standard,none,single,regularly,yes,3.0,school_bus,5 - 10
24600,female,group B,bachelor's degree,free/reduced,completed,divorced,regularly,no,1.0,school_bus,5 - 10
24601,male,group C,some college,standard,none,divorced,sometimes,yes,2.0,school_bus,< 5
24604,female,group C,bachelor's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10
24605,male,group A,bachelor's degree,standard,none,married,sometimes,yes,1.0,private,< 5
24606,female,group D,bachelor's degree,standard,none,married,regularly,yes,2.0,school_bus,< 5
24610,male,group C,high school,free/reduced,completed,single,sometimes,yes,2.0,private,5 - 10
24612,male,group C,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,< 5
24614,male,group C,high school,standard,none,single,sometimes,yes,2.0,school_bus,> 10
24615,male,group C,high school,standard,none,divorced,never,no,1.0,school_bus,5 - 10
24617,male,group B,associate's degree,free/reduced,none,married,regularly,no,1.0,private,5 - 10
24618,female,group B,associate's degree,standard,none,single,sometimes,no,3.0,private,5 - 10
24620,female,group A,high school,standard,none,divorced,regularly,yes,1.0,school_bus,> 10
24623,female,group B,high school,free/reduced,completed,married,never,yes,0.0,school_bus,5 - 10
24624,male,group C,some high school,standard,completed,divorced,sometimes,yes,2.0,school_bus,> 10
24626,male,group E,some high school,free/reduced,none,married,sometimes,no,4.0,school_bus,> 10
24628,female,group D,high school,free/reduced,completed,married,regularly,no,1.0,school_bus,5 - 10
24629,female,group B,some high school,standard,none,single,never,yes,3.0,school_bus,< 5
24630,female,group D,bachelor's degree,standard,completed,divorced,sometimes,no,3.0,school_bus,5 - 10
24631,female,group C,some high school,standard,completed,married,sometimes,yes,3.0,private,< 5
24632,female,group B,associate's degree,standard,none,divorced,sometimes,no,1.0,school_bus,< 5
24633,male,group D,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,3.0,school_bus,> 10
24634,male,group B,master's degree,standard,none,married,regularly,yes,0.0,school_bus,> 10
24635,male,group C,some high school,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10
24636,male,group C,some college,standard,none,married,regularly,yes,2.0,school_bus,5 - 10
24637,female,group D,associate's degree,standard,none,single,regularly,yes,0.0,school_bus,5 - 10
24638,female,group A,associate's degree,standard,completed,married,sometimes,yes,1.0,school_bus,< 5
24639,male,group C,some high school,standard,none,married,sometimes,yes,1.0,private,5 - 10
24641,female,group D,high school,free/reduced,completed,divorced,never,yes,3.0,school_bus,5 - 10
24642,female,group D,some high school,standard,none,single,sometimes,yes,0.0,private,< 5
24643,female,group C,some college,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10
24645,female,group E,high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10
24650,female,group C,some high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10
24653,male,group D,high school,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10
24654,female,group C,master's degree,standard,none,divorced,sometimes,yes,0.0,private,< 5
24655,male,group E,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10
24656,male,group D,bachelor's degree,standard,completed,single,never,yes,3.0,private,< 5
24658,male,group C,bachelor's degree,free/reduced,completed,married,regularly,no,3.0,school_bus,< 5
24659,female,group C,some high school,free/reduced,completed,married,sometimes,yes,0.0,private,5 - 10
24660,female,group C,some college,free/reduced,none,married,regularly,yes,2.0,private,5 - 10
24661,male,group D,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5
24662,male,group A,associate's degree,free/reduced,none,divorced,sometimes,yes,4.0,school_bus,5 - 10
24665,male,group D,associate's degree,standard,none,married,sometimes,yes,4.0,private,5 - 10
24668,male,group D,bachelor's degree,standard,none,married,never,yes,3.0,school_bus,< 5
24671,female,group A,associate's degree,free/reduced,completed,single,sometimes,yes,0.0,private,5 - 10
24672,female,group D,some college,standard,completed,single,regularly,yes,2.0,private,5 - 10
24673,female,group A,some high school,standard,none,single,sometimes,yes,1.0,private,5 - 10
24674,male,group A,bachelor's degree,standard,none,married,regularly,yes,5.0,school_bus,5 - 10
24676,male,group B,some college,free/reduced,none,married,regularly,no,2.0,private,> 10
24677,male,group D,bachelor's degree,free/reduced,none,single,never,no,3.0,school_bus,5 - 10
24680,female,group D,some college,free/reduced,completed,divorced,regularly,yes,1.0,private,> 10
24681,male,group D,some college,free/reduced,none,married,never,no,2.0,school_bus,< 5
24684,male,group D,high school,standard,none,married,never,no,1.0,school_bus,5 - 10
24685,male,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,1.0,school_bus,5 - 10
24686,female,group E,associate's degree,standard,completed,divorced,sometimes,no,2.0,school_bus,5 - 10
24687,male,group D,some college,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10
24688,female,group B,some high school,standard,none,single,regularly,yes,3.0,school_bus,5 - 10
24693,male,group D,some college,free/reduced,none,single,sometimes,yes,1.0,private,< 5
24694,male,group E,associate's degree,standard,none,divorced,never,yes,3.0,school_bus,> 10
24696,male,group B,bachelor's degree,free/reduced,none,divorced,sometimes,no,6.0,private,> 10
24698,female,group D,associate's degree,standard,completed,divorced,regularly,yes,7.0,private,5 - 10
24700,female,group C,master's degree,standard,none,married,regularly,yes,5.0,school_bus,< 5
24701,female,group C,associate's degree,standard,completed,divorced,never,yes,5.0,private,< 5
24702,female,group D,high school,standard,none,married,never,yes,1.0,private,< 5
24703,female,group D,associate's degree,standard,none,married,never,yes,0.0,private,< 5
24704,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10
24705,male,group B,master's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,< 5
24710,male,group C,bachelor's degree,free/reduced,completed,married,regularly,no,3.0,private,5 - 10
24712,female,group C,high school,free/reduced,none,divorced,regularly,yes,2.0,school_bus,5 - 10
24713,female,group C,some high school,standard,none,widowed,regularly,no,1.0,school_bus,5 - 10
24714,male,group B,high school,free/reduced,none,divorced,sometimes,no,3.0,school_bus,> 10
24715,female,group E,high school,standard,none,single,regularly,no,2.0,private,> 10
24717,male,group C,master's degree,standard,none,married,never,yes,1.0,private,< 5
24718,female,group D,high school,standard,none,single,sometimes,yes,2.0,private,< 5
24720,male,group B,some high school,free/reduced,none,divorced,never,no,3.0,school_bus,> 10
24721,female,group B,high school,standard,none,married,sometimes,yes,2.0,private,5 - 10
24722,female,group D,associate's degree,standard,none,married,regularly,no,3.0,school_bus,< 5
24724,male,group C,bachelor's degree,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10
24726,female,group A,master's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10
24727,male,group D,some high school,standard,none,married,regularly,yes,3.0,private,< 5
24728,female,group C,some college,standard,completed,single,sometimes,no,2.0,school_bus,5 - 10
24729,male,group C,high school,standard,completed,married,regularly,no,3.0,school_bus,5 - 10
24732,female,group C,some high school,standard,none,single,sometimes,yes,3.0,private,5 - 10
24734,female,group D,associate's degree,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10
24735,female,group C,some high school,standard,none,married,regularly,yes,0.0,private,> 10
24740,male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,3.0,private,5 - 10
24741,male,group C,associate's degree,standard,none,married,sometimes,no,4.0,school_bus,5 - 10
24742,female,group B,some college,free/reduced,none,single,never,yes,2.0,school_bus,5 - 10
24743,male,group B,associate's degree,standard,none,single,sometimes,no,2.0,school_bus,< 5
24744,female,group D,high school,standard,none,married,regularly,no,2.0,school_bus,< 5
24745,male,group D,bachelor's degree,standard,none,married,sometimes,yes,5.0,private,5 - 10
24747,female,group C,some college,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10
24748,male,group A,high school,standard,none,married,regularly,yes,1.0,private,5 - 10
24749,female,group C,high school,standard,completed,single,regularly,no,3.0,private,< 5
24750,male,group C,high school,standard,none,married,regularly,no,3.0,school_bus,< 5
24752,male,group D,associate's degree,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10
24753,female,group B,some high school,standard,none,married,regularly,no,5.0,school_bus,5 - 10
24754,female,group C,associate's degree,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10
24756,male,group D,associate's degree,standard,completed,married,regularly,no,3.0,private,< 5
24762,female,group C,high school,free/reduced,completed,divorced,sometimes,yes,3.0,school_bus,> 10
24763,female,group B,some high school,free/reduced,none,single,regularly,yes,0.0,school_bus,< 5
24764,female,group E,high school,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10
24765,male,group C,some high school,standard,completed,married,regularly,yes,1.0,private,5 - 10
24768,female,group B,high school,standard,none,single,sometimes,yes,1.0,private,< 5
24769,male,group D,some high school,free/reduced,completed,widowed,sometimes,yes,3.0,school_bus,5 - 10
24770,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10
24771,male,group D,some high school,free/reduced,completed,married,regularly,no,3.0,private,5 - 10
24774,female,group B,some college,standard,completed,single,sometimes,yes,0.0,school_bus,5 - 10
24775,male,group B,associate's degree,free/reduced,completed,divorced,regularly,yes,0.0,school_bus,5 - 10
24776,female,group B,high school,standard,completed,divorced,sometimes,no,7.0,private,5 - 10
24777,male,group D,high school,standard,none,married,never,no,5.0,school_bus,5 - 10
24778,female,group C,some high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10
24779,male,group C,some high school,free/reduced,none,single,never,no,2.0,private,< 5
24780,female,group C,some college,standard,none,widowed,sometimes,yes,3.0,private,5 - 10
24781,female,group E,some college,standard,completed,married,regularly,yes,1.0,school_bus,< 5
24782,female,group D,some college,standard,completed,divorced,sometimes,no,2.0,private,> 10
24783,female,group A,some college,standard,none,married,regularly,yes,0.0,private,< 5
24784,male,group B,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10
24787,male,group A,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,< 5
24788,female,group B,some college,free/reduced,none,married,never,yes,5.0,private,5 - 10
24789,male,group B,some college,free/reduced,none,single,sometimes,yes,2.0,school_bus,< 5
24792,male,group E,some high school,free/reduced,none,married,sometimes,yes,2.0,private,> 10
24793,male,group E,bachelor's degree,standard,none,single,sometimes,no,3.0,school_bus,5 - 10
24794,female,group C,bachelor's degree,free/reduced,completed,married,never,yes,2.0,school_bus,> 10
24796,female,group C,some college,free/reduced,completed,married,regularly,no,2.0,school_bus,< 5
24798,male,group D,some college,free/reduced,completed,married,regularly,yes,4.0,private,< 5
24799,female,group C,some high school,standard,none,single,sometimes,yes,4.0,school_bus,5 - 10
24800,female,group D,some high school,free/reduced,none,single,regularly,yes,1.0,private,< 5
24802,male,group C,some college,standard,completed,single,regularly,yes,7.0,school_bus,5 - 10
24803,male,group C,some college,standard,none,married,regularly,yes,0.0,school_bus,5 - 10
24805,female,group D,associate's degree,free/reduced,completed,married,regularly,no,2.0,private,> 10
24809,male,group C,high school,standard,none,single,sometimes,yes,5.0,school_bus,< 5
24811,male,group A,associate's degree,free/reduced,completed,single,sometimes,no,1.0,private,5 - 10
24812,male,group C,associate's degree,free/reduced,completed,married,sometimes,no,1.0,private,5 - 10
24813,female,group A,associate's degree,free/reduced,none,married,sometimes,no,7.0,school_bus,> 10
24816,male,group C,bachelor's degree,standard,none,widowed,never,yes,3.0,school_bus,< 5
24817,male,group C,bachelor's degree,free/reduced,none,married,never,yes,4.0,school_bus,5 - 10
24818,male,group B,high school,standard,none,married,never,yes,4.0,school_bus,> 10
24819,male,group E,some high school,standard,none,single,sometimes,yes,7.0,private,5 - 10
24821,female,group B,high school,free/reduced,completed,divorced,regularly,yes,4.0,school_bus,5 - 10
24825,female,group B,associate's degree,standard,none,single,regularly,yes,3.0,school_bus,5 - 10
24826,female,group C,high school,standard,completed,married,never,yes,3.0,school_bus,5 - 10
24832,male,group E,some high school,standard,none,divorced,sometimes,yes,0.0,school_bus,5 - 10
24835,male,group D,associate's degree,standard,none,married,regularly,yes,0.0,school_bus,> 10
24838,male,group D,high school,free/reduced,completed,married,regularly,yes,3.0,school_bus,> 10
24841,male,group C,some college,standard,none,married,sometimes,no,5.0,private,< 5
24842,male,group E,high school,free/reduced,completed,married,regularly,yes,2.0,school_bus,> 10
24843,female,group D,high school,standard,none,single,never,no,4.0,school_bus,5 - 10
24844,male,group B,master's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10
24846,male,group C,high school,standard,none,single,regularly,yes,2.0,school_bus,5 - 10
24850,male,group D,high school,standard,completed,divorced,regularly,yes,2.0,school_bus,< 5
24853,female,group E,bachelor's degree,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10
24854,female,group E,some college,free/reduced,completed,married,never,no,1.0,private,5 - 10
24855,female,group C,some high school,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10
24856,male,group B,bachelor's degree,free/reduced,none,single,regularly,no,4.0,school_bus,< 5
24857,female,group C,associate's degree,free/reduced,completed,widowed,never,yes,3.0,school_bus,5 - 10
24859,male,group D,bachelor's degree,standard,none,divorced,sometimes,yes,3.0,school_bus,< 5
24861,female,group B,high school,free/reduced,none,married,never,no,3.0,private,5 - 10
24863,male,group D,some college,standard,none,divorced,sometimes,no,2.0,school_bus,< 5
24864,female,group D,associate's degree,standard,none,single,never,yes,3.0,school_bus,5 - 10
24865,female,group C,associate's degree,standard,completed,married,sometimes,no,2.0,school_bus,> 10
24866,male,group A,some high school,free/reduced,completed,divorced,regularly,yes,1.0,school_bus,5 - 10
24867,female,group B,associate's degree,standard,none,married,sometimes,no,1.0,private,5 - 10
24870,female,group C,associate's degree,free/reduced,completed,married,regularly,no,4.0,school_bus,< 5
24872,female,group D,high school,standard,none,married,regularly,yes,1.0,school_bus,< 5
24876,male,group B,associate's degree,free/reduced,none,single,sometimes,no,1.0,private,5 - 10
24878,female,group D,some high school,free/reduced,none,married,sometimes,no,1.0,private,5 - 10
24881,male,group C,high school,standard,none,married,never,yes,2.0,private,5 - 10
24882,female,group D,high school,free/reduced,completed,married,sometimes,yes,2.0,school_bus,< 5
24883,male,group D,high school,standard,none,divorced,sometimes,yes,0.0,school_bus,< 5
24884,female,group B,some college,free/reduced,none,single,sometimes,no,1.0,school_bus,< 5
24885,male,group D,some high school,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10
24886,male,group C,some college,free/reduced,completed,divorced,regularly,no,2.0,school_bus,5 - 10
24887,female,group D,associate's degree,standard,none,married,regularly,yes,4.0,private,< 5
24889,male,group D,associate's degree,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10
24891,female,group D,master's degree,standard,completed,divorced,never,no,2.0,school_bus,5 - 10
24895,male,group B,some high school,free/reduced,none,married,sometimes,yes,6.0,private,5 - 10
24896,male,group C,high school,standard,none,single,sometimes,yes,2.0,private,5 - 10
24897,male,group C,master's degree,standard,completed,single,sometimes,yes,1.0,private,5 - 10
24899,female,group E,some college,standard,none,married,regularly,no,1.0,private,5 - 10
24904,female,group C,some high school,free/reduced,completed,married,sometimes,no,3.0,private,< 5
24907,female,group E,high school,standard,none,married,never,no,4.0,school_bus,5 - 10
24909,male,group C,bachelor's degree,standard,none,single,sometimes,yes,0.0,school_bus,< 5
24910,female,group B,some high school,free/reduced,completed,married,sometimes,no,3.0,school_bus,< 5
24911,male,group E,bachelor's degree,free/reduced,none,single,regularly,yes,2.0,school_bus,> 10
24914,female,group C,some high school,free/reduced,none,married,sometimes,no,3.0,private,5 - 10
24915,female,group B,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,> 10
24916,female,group C,high school,standard,none,married,never,yes,1.0,private,5 - 10
24918,male,group C,master's degree,standard,none,married,sometimes,no,3.0,school_bus,> 10
24919,male,group D,some college,standard,completed,divorced,sometimes,no,1.0,private,< 5
24921,female,group D,some college,free/reduced,none,married,sometimes,no,2.0,private,5 - 10
24923,male,group C,bachelor's degree,free/reduced,none,divorced,regularly,yes,2.0,school_bus,5 - 10
24924,female,group C,some high school,free/reduced,completed,divorced,regularly,yes,4.0,school_bus,< 5
24927,female,group E,some college,free/reduced,none,married,regularly,yes,0.0,private,5 - 10
24928,male,group C,bachelor's degree,standard,none,married,sometimes,no,5.0,private,5 - 10
24929,female,group E,associate's degree,standard,none,single,never,no,1.0,school_bus,5 - 10
24930,female,group C,some college,standard,completed,married,regularly,no,2.0,school_bus,< 5
24932,female,group C,some high school,standard,none,single,regularly,no,3.0,school_bus,5 - 10
24933,female,group A,high school,standard,none,married,never,yes,5.0,school_bus,< 5
24934,female,group C,some college,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10
24935,male,group C,some high school,standard,completed,married,regularly,yes,2.0,school_bus,> 10
24937,female,group E,some college,standard,none,single,regularly,yes,3.0,school_bus,5 - 10
24939,female,group C,high school,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10
24941,female,group B,some high school,standard,none,married,sometimes,yes,3.0,private,5 - 10
24944,male,group B,some high school,standard,completed,married,regularly,yes,1.0,school_bus,> 10
24945,female,group B,high school,standard,completed,divorced,regularly,yes,2.0,school_bus,5 - 10
24947,male,group D,high school,standard,completed,single,never,no,1.0,school_bus,< 5
24948,female,group B,high school,standard,none,divorced,regularly,yes,2.0,private,< 5
24949,male,group B,some high school,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10
24951,male,group B,some high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10
24952,male,group D,some college,standard,none,married,regularly,no,5.0,private,> 10
24953,female,group B,high school,standard,completed,married,regularly,no,2.0,school_bus,5 - 10
24954,female,group E,some college,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10
24955,female,group A,associate's degree,standard,none,divorced,sometimes,yes,3.0,private,5 - 10
24957,male,group E,some college,standard,none,married,regularly,no,2.0,private,< 5
24959,female,group E,bachelor's degree,free/reduced,none,widowed,never,no,1.0,school_bus,5 - 10
24960,male,group E,high school,standard,none,married,regularly,yes,4.0,private,< 5
24961,female,group A,some college,standard,none,single,sometimes,yes,0.0,school_bus,< 5
24964,female,group D,some high school,standard,none,married,sometimes,no,1.0,private,5 - 10
24965,female,group D,high school,free/reduced,none,married,regularly,no,1.0,private,< 5
24967,male,group C,associate's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5
24968,female,group D,some high school,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,> 10
24969,female,group C,some high school,free/reduced,completed,married,regularly,no,3.0,school_bus,5 - 10
24970,female,group C,high school,standard,none,single,sometimes,no,2.0,school_bus,5 - 10
24971,female,group E,associate's degree,standard,none,single,never,no,5.0,private,> 10
24972,male,group A,master's degree,standard,none,married,sometimes,yes,3.0,private,< 5
24973,female,group D,some college,standard,completed,married,sometimes,yes,3.0,school_bus,< 5
24974,female,group E,associate's degree,free/reduced,completed,married,never,yes,1.0,private,< 5
24975,male,group C,high school,standard,none,married,sometimes,no,2.0,private,5 - 10
24976,female,group E,some high school,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10
24978,female,group C,high school,standard,none,married,regularly,no,3.0,private,5 - 10
24980,female,group C,high school,free/reduced,completed,married,regularly,no,3.0,school_bus,5 - 10
24981,female,group C,high school,standard,none,married,sometimes,no,5.0,school_bus,5 - 10
24982,male,group E,bachelor's degree,standard,none,single,sometimes,yes,5.0,school_bus,< 5
24983,female,group B,high school,standard,none,married,sometimes,yes,1.0,private,5 - 10
24986,male,group C,some high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10
24987,male,group D,bachelor's degree,standard,none,married,never,yes,2.0,school_bus,5 - 10
24989,female,group D,some college,standard,completed,single,never,yes,0.0,private,5 - 10
24990,male,group B,associate's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10
24991,male,group B,associate's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10
24992,male,group B,associate's degree,standard,completed,married,sometimes,yes,4.0,private,5 - 10
24993,male,group D,some high school,standard,none,married,sometimes,yes,1.0,private,5 - 10
24994,female,group B,bachelor's degree,free/reduced,none,widowed,sometimes,no,1.0,private,5 - 10
24995,male,group E,high school,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10
24996,male,group B,associate's degree,standard,none,married,never,no,1.0,school_bus,5 - 10
24999,male,group B,associate's degree,standard,none,divorced,sometimes,no,1.0,private,> 10
25000,male,group E,bachelor's degree,free/reduced,completed,married,sometimes,no,4.0,private,< 5
25001,female,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10
25003,female,group C,bachelor's degree,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10
25005,male,group C,some high school,free/reduced,completed,married,sometimes,yes,2.0,private,> 10
25006,male,group B,some college,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10
25007,female,group D,some college,standard,completed,married,sometimes,no,1.0,private,5 - 10
25009,female,group A,some college,standard,none,married,never,yes,7.0,school_bus,5 - 10
25012,female,group B,some college,standard,none,married,sometimes,yes,1.0,school_bus,< 5
25014,male,group C,some college,free/reduced,none,single,regularly,yes,5.0,school_bus,> 10
25015,male,group D,high school,free/reduced,none,married,sometimes,yes,4.0,private,5 - 10
25016,male,group C,some college,free/reduced,completed,married,regularly,no,6.0,private,< 5
25017,female,group C,high school,standard,none,single,sometimes,yes,3.0,school_bus,< 5
25019,male,group C,some high school,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10
25020,male,group C,some high school,free/reduced,none,single,sometimes,no,2.0,private,< 5
25021,female,group D,bachelor's degree,standard,completed,married,sometimes,no,4.0,school_bus,5 - 10
